"","daily.returns"
"979",-0.0160550780643189
"980",0.0167494261229776
"981",-0.0235129665512975
"982",0.0148197955564902
"983",0.0281596233998319
"984",0.000476361425261982
"985",0.00774018490674295
"986",-0.00590473588884363
"987",-0.00656173777224149
"988",0.0150759150455686
"989",0.0149249725092904
"990",-0.00177950355101038
"991",0.00748189410717078
"992",-0.0255958713704252
"993",0.00603187902549324
"994",0.00122357552030208
"995",-0.0138416226517111
"996",-0.0151348544669959
"997",0.00626015946381963
"998",-0.00136175681264543
"999",0.00488823619124457
"1000",0.0165324226656184
"1001",0.00804456038511457
"1002",0.000808309033147076
"1003",-0.0143852633546598
"1004",0.00150264056200786
"1005",-0.00687516831107418
"1006",-0.014543083003997
"1007",0
"1008",-0.0248579702239553
"1009",0.00321807523174464
"1010",-0.0185227574625863
"1011",0.0135321098418891
"1012",0.00791671189712597
"1013",-0.0136886513285662
"1014",0.0108119766488798
"1015",-0.0252409005948043
"1016",-0.00562788572178748
"1017",-0.0295241765449126
"1018",-0.0060637693295888
"1019",-0.0111470573876617
"1020",0.0212155296645758
"1021",0.0100124382575461
"1022",-0.0159992390082665
"1023",0.0173961304104812
"1024",0.00614088052663393
"1025",-0.00477537870884971
"1026",0.0166331526297909
"1027",0.0121632191673807
"1028",-0.0105179900194495
"1029",-0.0325184734153441
"1030",-0.00765284938923793
"1031",0.00785484263958795
"1032",-0.00421258022177743
"1033",0.00587172670686365
"1034",0.00723962738071198
"1035",0.0135123580384072
"1036",-0.0135123580384071
"1037",0.000837397379674807
"1038",-0.00089667590036463
"1039",0.00830627798826117
"1040",-0.012950864527483
"1041",0.00784972052911265
"1042",0.0137181458061125
"1043",0.00689409174307153
"1044",-0.000919867449763842
"1045",-0.00898209299043426
"1046",-0.0274633950193701
"1047",0.000533410190308101
"1048",-0.00345358542522855
"1049",0.00522465530931804
"1050",-0.0222598585247644
"1051",-0.00844592820501642
"1052",-0.0155842857926627
"1053",0.0364571326133298
"1054",-0.00903627835946181
"1055",0.0051138234240504
"1056",-0.0210022743914946
"1057",-0.00899905408363124
"1058",0.0415348964290097
"1059",-0.0245869966260836
"1060",0.0236622861241418
"1061",0.0152052425852151
"1062",0.00230124773270905
"1063",-0.00880440513862965
"1064",-0.011526658548939
"1065",-0.00798195753141577
"1066",0.00567113539282709
"1067",0.0352670921363934
"1068",-0.00193594293141104
"1069",0.00130079178227743
"1070",0.00079567972142592
"1071",0.00156038049182299
"1072",-0.00511308292723864
"1073",-0.00812499089977695
"1074",0.0044640731409256
"1075",-0.0205845974395007
"1076",-0.00338952276199069
"1077",0.00458932918681717
"1078",0.0224376485954643
"1079",0.000622720593669985
"1080",0.0179764536061542
"1081",-0.00155473280147716
"1082",-0.0088492733031712
"1083",0.00289572084308319
"1084",0.00642161490028447
"1085",0.00647373652873597
"1086",-0.00105215489120957
"1087",-0.00389627325560662
"1088",-0.00385371840808689
"1089",0.0169954684034423
"1090",0.00323037543743883
"1091",-0.0045438916104296
"1092",0.0076228057559777
"1093",-0.0182798527423705
"1094",0.00366283532667561
"1095",-0.00674816566302633
"1096",0.010960492292485
"1097",-0.000384745351908805
"1098",0.00399758328062347
"1099",0.0105288411960375
"1100",0.00124961710214452
"1101",0.0008976426143178
"1102",-0.00931685653545893
"1103",-0.0161837865360712
"1104",0.00261395934307989
"1105",-0.013298434194715
"1106",0.00682289251212178
"1107",0.00395505891647967
"1108",0.00532075688620407
"1109",0.00151501837434601
"1110",-0.0105598229547777
"1111",-0.00580464213455405
"1112",-0.000326749732421312
"1113",0.0193085352541535
"1114",-0.0313763380185378
